"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 04 18:15:16 GMT 2024","Thu Jan 04 18:15:18 GMT 2024","1750","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochNoBlockTests","tests.epoch.EpochNoBlockTests","getBlockListEpochByNoWithParam","Verify get block list of epoch by its no with param successfully",""
"passed","Thu Jan 04 18:15:13 GMT 2024","Thu Jan 04 18:15:15 GMT 2024","1653","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_filter_transaction_unsuccess_with_sort","Get filter transaction with sort",""
"passed","Thu Jan 04 18:12:23 GMT 2024","Thu Jan 04 18:12:25 GMT 2024","1599","Cardano Regression Suite","Cardano API test ","tests.addresses.AddressTests","tests.addresses.AddressTests","verifyGetAddressResponseUnsuccessfully","verify that get data for address unsuccessfully",""
"failed","Thu Jan 04 18:13:33 GMT 2024","Thu Jan 04 18:13:34 GMT 2024","1571","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Thu Jan 04 18:14:13 GMT 2024","Thu Jan 04 18:14:15 GMT 2024","1629","Cardano Regression Suite","Cardano API test ","tests.stakes.Stake","tests.stakes.Stake","getStakeUnsuccess","get stake with stake key | unsuccess",""
"passed","Thu Jan 04 18:12:46 GMT 2024","Thu Jan 04 18:12:48 GMT 2024","1638","Cardano Regression Suite","Cardano API test ","tests.block.GetAllBlockTests","tests.block.GetAllBlockTests","getAllBlockSuccessfullyWithSize","Get all blocks successfully with size",""
"failed","Thu Jan 04 18:15:16 GMT 2024","Thu Jan 04 18:15:18 GMT 2024","1549","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_filter_transaction_unsuccess_with_sort","Get filter transaction with sort",""
"failed","Thu Jan 04 18:12:12 GMT 2024","Thu Jan 04 18:12:13 GMT 2024","1611","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationControllerTests","tests.delegation_controller.DelegationControllerTests","getPoolDetailDelegatorUnsuccessfullyWithInvalidPage","verify that get data for pool detail delegators unsuccessfully with invalid page",""
"failed","Thu Jan 04 18:12:20 GMT 2024","Thu Jan 04 18:12:21 GMT 2024","1575","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationControllerTests","tests.delegation_controller.DelegationControllerTests","getPoolDetailDelegatorUnsuccessfullyWithInvalidPage","verify that get data for pool detail delegators unsuccessfully with invalid page",""
"failed","Thu Jan 04 18:12:44 GMT 2024","Thu Jan 04 18:12:45 GMT 2024","1600","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"failed","Thu Jan 04 18:13:02 GMT 2024","Thu Jan 04 18:13:04 GMT 2024","1686","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenTxs","tests.tokens.TokenTxs","getTokenTxs","get token txs",""
"failed","Thu Jan 04 18:13:23 GMT 2024","Thu Jan 04 18:13:24 GMT 2024","1585","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"failed","Thu Jan 04 18:12:52 GMT 2024","Thu Jan 04 18:12:54 GMT 2024","1589","Cardano Regression Suite","Cardano API test ","tests.tokens.Token","tests.tokens.Token","getATokenFail","verify that get a token with tokenId invalid",""
"failed","Thu Jan 04 18:13:43 GMT 2024","Thu Jan 04 18:13:45 GMT 2024","1633","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenMints","tests.tokens.TokenMints","getTokenMintSort","get token mint with sort",""
"passed","Thu Jan 04 18:15:44 GMT 2024","Thu Jan 04 18:15:45 GMT 2024","1558","Cardano Regression Suite","Cardano API test ","tests.policies.GetTokenByPolicyTests","tests.policies.GetTokenByPolicyTests","getListTokenByPoliciesSuccess","verify get list tokens by policies successfully",""
"failed","Thu Jan 04 18:13:02 GMT 2024","Thu Jan 04 18:13:04 GMT 2024","1677","Cardano Regression Suite","Cardano API test ","tests.tokens.Tokens","tests.tokens.Tokens","getListTokenWithPageKey","verify that get list token with page key",""
"passed","Thu Jan 04 18:12:23 GMT 2024","Thu Jan 04 18:12:25 GMT 2024","1688","Cardano Regression Suite","Cardano API test ","tests.addresses.AddressTransactionTests","tests.addresses.AddressTransactionTests","getTheListTransactionOfAddressSuccessfully","get the list transaction of address successfully",""
"failed","Thu Jan 04 18:15:31 GMT 2024","Thu Jan 04 18:15:32 GMT 2024","1610","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochTests","tests.epoch.EpochTests","getBlockListEpochByNo","Verify get list of epoch successfully",""
"failed","Thu Jan 04 18:12:28 GMT 2024","Thu Jan 04 18:12:29 GMT 2024","1531","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationControllerTests","tests.delegation_controller.DelegationControllerTests","getPoolDetailDelegatorUnsuccessfullyWithInvalidSize","verify that get data for pool detail delegators unsuccessfully with invalid size",""
"failed","Thu Jan 04 18:14:24 GMT 2024","Thu Jan 04 18:14:25 GMT 2024","1618","Cardano Regression Suite","Cardano API test ","tests.stakes.GetDataForStakeDeRegistrationTest","tests.stakes.GetDataForStakeDeRegistrationTest","getDataForStakeDeRegistration","Verify data for stake de registration",""
"failed","Thu Jan 04 18:13:38 GMT 2024","Thu Jan 04 18:13:40 GMT 2024","1633","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenMints","tests.tokens.TokenMints","getTokenMintSize","get token mint with size",""
"failed","Thu Jan 04 18:12:49 GMT 2024","Thu Jan 04 18:12:50 GMT 2024","1636","Cardano Regression Suite","Cardano API test ","tests.block.BlockListTests","tests.block.BlockListTests","getBlockListSuccessfullyWithInvalidSize","get block list successfully with invalid size",""
"passed","Thu Jan 04 18:15:01 GMT 2024","Thu Jan 04 18:15:04 GMT 2024","3197","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochNoBlockTests","tests.epoch.EpochNoBlockTests","getBlockListEpochByCurrentEpoch","Verify get block list of epoch by current epoch",""
"passed","Thu Jan 04 18:12:04 GMT 2024","Thu Jan 04 18:12:13 GMT 2024","9323","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationPoolListTests","tests.delegation_controller.DelegationPoolListTests","verifyGetDataFromPoolListSuccessfully","verify that get data from pool list successfully",""
"passed","Thu Jan 04 18:14:10 GMT 2024","Thu Jan 04 18:14:11 GMT 2024","1552","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressAllKey","get stake list address | all key",""
"failed","Thu Jan 04 18:13:31 GMT 2024","Thu Jan 04 18:13:33 GMT 2024","1544","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"passed","Thu Jan 04 18:14:59 GMT 2024","Thu Jan 04 18:15:01 GMT 2024","1547","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochCurrentTests","tests.epoch.EpochCurrentTests","getCurrentEpoch","Verify get current epoch successfully",""
"passed","Thu Jan 04 18:12:22 GMT 2024","Thu Jan 04 18:12:23 GMT 2024","1567","Cardano Regression Suite","Cardano API test ","tests.addresses.AddressTests","tests.addresses.AddressTests","verifyGetAddressResponseUnsuccessfully","verify that get data for address unsuccessfully",""
"failed","Thu Jan 04 18:13:56 GMT 2024","Thu Jan 04 18:13:57 GMT 2024","1575","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyWithdrawalHistoryTests","tests.stakes.StakeKeyWithdrawalHistoryTests","getWithdrawalHistoryWithPage","get stake withdrawal history with page",""
"failed","Thu Jan 04 18:14:02 GMT 2024","Thu Jan 04 18:14:03 GMT 2024","1589","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyInstantaneousRewards","tests.stakes.StakeKeyInstantaneousRewards","getStakkeInstantaneousRewardParam","get stake instantaneous rewards with param",""
"failed","Thu Jan 04 18:13:15 GMT 2024","Thu Jan 04 18:13:17 GMT 2024","1626","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenTxs","tests.tokens.TokenTxs","getTokenTxsSize","get token txs with size",""
