"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 18:13:46 GMT 2024","Tue Feb 27 18:13:48 GMT 2024","1943","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyAddress","tests.stakes.StakeKeyAddress","getStakeByAddresWrongFormat","get stake detail by address wrong format",""
"failed","Tue Feb 27 18:12:51 GMT 2024","Tue Feb 27 18:12:53 GMT 2024","2033","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"failed","Tue Feb 27 18:13:07 GMT 2024","Tue Feb 27 18:13:09 GMT 2024","1897","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"failed","Tue Feb 27 18:15:21 GMT 2024","Tue Feb 27 18:15:23 GMT 2024","2110","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_filter_transaction_success_without_sort","Get filter transaction without sort",""
"passed","Tue Feb 27 18:15:59 GMT 2024","Tue Feb 27 18:16:01 GMT 2024","1904","Cardano Regression Suite","Cardano API test ","tests.policies.GetTokenByPolicyTests","tests.policies.GetTokenByPolicyTests","getListTokenByInvalidPolicies","verify get list tokens by Invalid policy",""
"passed","Tue Feb 27 18:15:11 GMT 2024","Tue Feb 27 18:15:13 GMT 2024","2075","Cardano Regression Suite","Cardano API test ","tests.contract.ContractTests","tests.contract.ContractTests","getListParamSuccess","verify that get list contract successfully",""
"passed","Tue Feb 27 18:12:04 GMT 2024","Tue Feb 27 18:12:06 GMT 2024","1894","Cardano Regression Suite","Cardano API test ","tests.addresses.AddressesMinMaxBalanceTests","tests.addresses.AddressesMinMaxBalanceTests","verifyGetAddressMinMaxBalanceResponseUnsuccessfully","verify that get data for address mix-max-balance unsuccessfully",""
"failed","Tue Feb 27 18:14:19 GMT 2024","Tue Feb 27 18:14:21 GMT 2024","1843","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressStakeKeyInvalid","get stake list addres | stakeKey invalid",""
"failed","Tue Feb 27 18:13:11 GMT 2024","Tue Feb 27 18:13:13 GMT 2024","1903","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_registration_pool_list","API: Get registration pool list",""
"failed","Tue Feb 27 18:15:42 GMT 2024","Tue Feb 27 18:15:44 GMT 2024","1898","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_number_transaction_with_invalid_days","Get number transaction with invalid days",""
"failed","Tue Feb 27 18:14:09 GMT 2024","Tue Feb 27 18:14:11 GMT 2024","1833","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyWithdrawalHistoryTests","tests.stakes.StakeKeyWithdrawalHistoryTests","getWithdrawalHistoryWithPage","get stake withdrawal history with page",""
"passed","Tue Feb 27 18:16:01 GMT 2024","Tue Feb 27 18:16:03 GMT 2024","1942","Cardano Regression Suite","Cardano API test ","tests.policies.GetTokenByPolicyTests","tests.policies.GetTokenByPolicyTests","getListTokenByInvalidPolicies","verify get list tokens by Invalid policy",""
"failed","Tue Feb 27 18:15:38 GMT 2024","Tue Feb 27 18:15:40 GMT 2024","1913","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_number_transaction_with_invalid_days","Get number transaction with invalid days",""
"failed","Tue Feb 27 18:15:47 GMT 2024","Tue Feb 27 18:15:49 GMT 2024","1852","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochNoBlockTests","tests.epoch.EpochNoBlockTests","getBlockListEpochByNoWithParam","Verify get block list of epoch by its no with param successfully",""
"failed","Tue Feb 27 18:14:25 GMT 2024","Tue Feb 27 18:14:27 GMT 2024","1884","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressStakeKeyInvalid","get stake list addres | stakeKey invalid",""
"passed","Tue Feb 27 18:12:22 GMT 2024","Tue Feb 27 18:12:24 GMT 2024","1904","Cardano Regression Suite","Cardano API test ","tests.block.BlockDetailTests","tests.block.BlockDetailTests","getABlockDetailSuccessfully","get a block detail successfully",""
"passed","Tue Feb 27 18:15:24 GMT 2024","Tue Feb 27 18:15:27 GMT 2024","2828","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochNoBlockTests","tests.epoch.EpochNoBlockTests","getBlockListEpochByNo","Verify get block list of epoch by its no successfully",""
"passed","Tue Feb 27 18:14:22 GMT 2024","Tue Feb 27 18:14:24 GMT 2024","1851","Cardano Regression Suite","Cardano API test ","tests.stakes.Stake","tests.stakes.Stake","getStakeUnsuccess","get stake with stake key | unsuccess",""
"failed","Tue Feb 27 18:14:51 GMT 2024","Tue Feb 27 18:14:53 GMT 2024","1949","Cardano Regression Suite","Cardano API test ","tests.stakes.GetDataForStakeRegistrationTest","tests.stakes.GetDataForStakeRegistrationTest","getDataForStakeDeRegistration","Verify data for stake registration",""
"failed","Tue Feb 27 18:12:48 GMT 2024","Tue Feb 27 18:12:50 GMT 2024","1872","Cardano Regression Suite","Cardano API test ","tests.tokens.Token","tests.tokens.Token","getATokenFail","verify that get a token with tokenId invalid",""
"failed","Tue Feb 27 18:15:17 GMT 2024","Tue Feb 27 18:15:18 GMT 2024","1883","Cardano Regression Suite","Cardano API test ","tests.contract.ContractTests","tests.contract.ContractTests","getListParamUnSuccess","verify that get list contract with invalid data",""
"failed","Tue Feb 27 18:12:46 GMT 2024","Tue Feb 27 18:12:48 GMT 2024","1887","Cardano Regression Suite","Cardano API test ","tests.block.BlockListTests","tests.block.BlockListTests","getBlockListSuccessfullyWithInvalidSize","get block list successfully with invalid size",""
"failed","Tue Feb 27 18:14:11 GMT 2024","Tue Feb 27 18:14:12 GMT 2024","1883","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyDelegationHistoryTest","tests.stakes.StakeKeyDelegationHistoryTest","getDelegationHistoryWithPage","get stake delegation history with page",""
"passed","Tue Feb 27 18:12:28 GMT 2024","Tue Feb 27 18:12:30 GMT 2024","1943","Cardano Regression Suite","Cardano API test ","tests.block.GetAllBlockTests","tests.block.GetAllBlockTests","getAllBlockSuccessfullyWithPage","Get all blocks successfully with page",""
"passed","Tue Feb 27 18:13:50 GMT 2024","Tue Feb 27 18:13:51 GMT 2024","1914","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenMints","tests.tokens.TokenMints","getTokenMintsAllKey","get token mints all key",""
"passed","Tue Feb 27 18:15:17 GMT 2024","Tue Feb 27 18:15:20 GMT 2024","3810","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochNoBlockTests","tests.epoch.EpochNoBlockTests","getBlockListEpochByCurrentEpoch","Verify get block list of epoch by current epoch",""
"failed","Tue Feb 27 18:12:16 GMT 2024","Tue Feb 27 18:12:18 GMT 2024","1911","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationControllerTests","tests.delegation_controller.DelegationControllerTests","getPoolDetailDelegatorUnsuccessfullyWithInvalidSize","verify that get data for pool detail delegators unsuccessfully with invalid size",""
"failed","Tue Feb 27 18:13:51 GMT 2024","Tue Feb 27 18:13:53 GMT 2024","1924","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyInstantaneousRewards","tests.stakes.StakeKeyInstantaneousRewards","getStakeInstantaneousReward","get stake instantaneous rewards with stake key",""
