"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 16 18:12:50 GMT 2023","Fri Jun 16 18:12:52 GMT 2023","1915","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenTopHolder","tests.tokens.TokenTopHolder","getTokenTopHolderWithSize","get token top holders with size",""
"passed","Fri Jun 16 18:15:19 GMT 2023","Fri Jun 16 18:15:21 GMT 2023","1941","Cardano Regression Suite","Cardano API test ","tests.policies.GetTokenByPolicyTests","tests.policies.GetTokenByPolicyTests","getListTokenByPoliciesSuccess","verify get list tokens by policies successfully",""
"passed","Fri Jun 16 18:13:27 GMT 2023","Fri Jun 16 18:13:29 GMT 2023","1949","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressAllKey","get stake list address | all key",""
"passed","Fri Jun 16 18:11:00 GMT 2023","Fri Jun 16 18:11:03 GMT 2023","2230","Cardano Regression Suite","Cardano API test ","tests.addresses.AddressAnalyticsTests","tests.addresses.AddressAnalyticsTests","verifyGetAddressAnalyticsResponseUnsuccessfullyWithAddress","verify that get data for address analytics unSuccessfully with address",""
"passed","Fri Jun 16 18:12:12 GMT 2023","Fri Jun 16 18:12:14 GMT 2023","2030","Cardano Regression Suite","Cardano API test ","tests.tokens.Tokens","tests.tokens.Tokens","getListTokenWithSizeKey","verify that get list token with size key",""
"passed","Fri Jun 16 18:11:30 GMT 2023","Fri Jun 16 18:11:32 GMT 2023","1944","Cardano Regression Suite","Cardano API test ","tests.block.BlockDetailTests","tests.block.BlockDetailTests","getABlockDetailUnsuccessfully","get a block detail unsuccessfully",""
"passed","Fri Jun 16 18:11:49 GMT 2023","Fri Jun 16 18:11:51 GMT 2023","1921","Cardano Regression Suite","Cardano API test ","tests.block.BlockListTests","tests.block.BlockListTests","getBlockListSuccessfullyWithInvalidSize","get block list successfully with invalid size",""
"passed","Fri Jun 16 18:13:48 GMT 2023","Fri Jun 16 18:13:50 GMT 2023","1891","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressWithSize","get stake list addres with size",""
"passed","Fri Jun 16 18:13:15 GMT 2023","Fri Jun 16 18:13:17 GMT 2023","1972","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyInstantaneousRewards","tests.stakes.StakeKeyInstantaneousRewards","getStakkeInstantaneousRewardParam","get stake instantaneous rewards with param",""
"passed","Fri Jun 16 18:14:56 GMT 2023","Fri Jun 16 18:14:58 GMT 2023","1925","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochNoBlockTests","tests.epoch.EpochNoBlockTests","getBlockListEpochByNoWithParam","Verify get block list of epoch by its no with param successfully",""
"passed","Fri Jun 16 18:11:27 GMT 2023","Fri Jun 16 18:11:28 GMT 2023","1906","Cardano Regression Suite","Cardano API test ","tests.block.GetAllBlockTests","tests.block.GetAllBlockTests","getAllBlockSuccessfullyWithPage","Get all blocks successfully with page",""
"passed","Fri Jun 16 18:13:27 GMT 2023","Fri Jun 16 18:13:29 GMT 2023","2041","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyDelegationHistoryTest","tests.stakes.StakeKeyDelegationHistoryTest","getDelegationHistoryWithSize","get stake delegation history with size",""
"passed","Fri Jun 16 18:13:33 GMT 2023","Fri Jun 16 18:13:34 GMT 2023","1928","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressStakeKeyInvalid","get stake list addres | stakeKey invalid",""
"passed","Fri Jun 16 18:11:15 GMT 2023","Fri Jun 16 18:11:17 GMT 2023","1925","Cardano Regression Suite","Cardano API test ","tests.addresses.AddressTransactionTests","tests.addresses.AddressTransactionTests","getTheListTransactionOfAddressUnsuccessfully","get the list transaction of address unsuccessfully",""
"passed","Fri Jun 16 18:14:26 GMT 2023","Fri Jun 16 18:14:28 GMT 2023","2218","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_filter_transaction_success_without_sort","Get filter transaction without sort",""
"passed","Fri Jun 16 18:13:23 GMT 2023","Fri Jun 16 18:13:25 GMT 2023","1934","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyDelegationHistoryTest","tests.stakes.StakeKeyDelegationHistoryTest","getDelegationHistoryWithSize","get stake delegation history with size",""
"passed","Fri Jun 16 18:13:33 GMT 2023","Fri Jun 16 18:13:35 GMT 2023","1900","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyDelegationHistoryTest","tests.stakes.StakeKeyDelegationHistoryTest","getStakeDelegationHistory","get stake delegation history",""
"passed","Fri Jun 16 18:12:56 GMT 2023","Fri Jun 16 18:12:58 GMT 2023","1889","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenTopHolder","tests.tokens.TokenTopHolder","getTokenTopHolderWithSize","get token top holders with size",""
