"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 06 18:12:58 GMT 2023","Mon Nov 06 18:13:00 GMT 2023","2055","Cardano Regression Suite","Cardano API test ","tests.pool.PoolTests","tests.pool.PoolTests","get_de_registration_pool_list","API: Get de-registration pool list",""
"failed","Mon Nov 06 18:12:23 GMT 2023","Mon Nov 06 18:12:25 GMT 2023","1925","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationControllerTests","tests.delegation_controller.DelegationControllerTests","getPoolDetailDelegatorUnsuccessfullyWithInvalidPage","verify that get data for pool detail delegators unsuccessfully with invalid page",""
"failed","Mon Nov 06 18:16:10 GMT 2023","Mon Nov 06 18:16:12 GMT 2023","1926","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_number_transaction_with_invalid_days","Get number transaction with invalid days",""
"passed","Mon Nov 06 18:12:30 GMT 2023","Mon Nov 06 18:12:32 GMT 2023","1857","Cardano Regression Suite","Cardano API test ","tests.addresses.AddressTests","tests.addresses.AddressTests","verifyGetAddressResponseUnsuccessfully","verify that get data for address unsuccessfully",""
"failed","Mon Nov 06 18:13:52 GMT 2023","Mon Nov 06 18:13:54 GMT 2023","1943","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenMints","tests.tokens.TokenMints","getTokenMintPage","get token mints with page",""
"passed","Mon Nov 06 18:16:23 GMT 2023","Mon Nov 06 18:16:25 GMT 2023","1928","Cardano Regression Suite","Cardano API test ","tests.policies.GetTokenByPolicyTests","tests.policies.GetTokenByPolicyTests","getListTokenByInvalidPolicies","verify get list tokens by Invalid policy",""
"failed","Mon Nov 06 18:15:39 GMT 2023","Mon Nov 06 18:15:41 GMT 2023","1911","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_filter_transaction_success_without_sort","Get filter transaction without sort",""
"failed","Mon Nov 06 18:16:02 GMT 2023","Mon Nov 06 18:16:04 GMT 2023","1966","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochTests","tests.epoch.EpochTests","getBlockListEpochByNo","Verify get list of epoch successfully",""
"passed","Mon Nov 06 18:14:34 GMT 2023","Mon Nov 06 18:14:36 GMT 2023","1869","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyInstantaneousRewards","tests.stakes.StakeKeyInstantaneousRewards","getStakkeInstantaneousRewardParam","get stake instantaneous rewards with param",""
"passed","Mon Nov 06 18:14:59 GMT 2023","Mon Nov 06 18:15:01 GMT 2023","1878","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressWithSize","get stake list addres with size",""
"passed","Mon Nov 06 18:14:00 GMT 2023","Mon Nov 06 18:14:02 GMT 2023","1896","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenTopHolder","tests.tokens.TokenTopHolder","getTokenTopHolderWithPage","get token top holders with page",""
"passed","Mon Nov 06 18:13:29 GMT 2023","Mon Nov 06 18:13:31 GMT 2023","1922","Cardano Regression Suite","Cardano API test ","tests.tokens.Tokens","tests.tokens.Tokens","getListTokenWithSizeKey","verify that get list token with size key",""
"passed","Mon Nov 06 18:12:46 GMT 2023","Mon Nov 06 18:12:48 GMT 2023","1875","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationControllerTests","tests.delegation_controller.DelegationControllerTests","getPoolDetailHeader","verify that get data for pool detail",""
"passed","Mon Nov 06 18:12:31 GMT 2023","Mon Nov 06 18:12:33 GMT 2023","1867","Cardano Regression Suite","Cardano API test ","tests.delegation_controller.DelegationControllerTests","tests.delegation_controller.DelegationControllerTests","getPoolDetailDelegatorUnsuccessfullyWithInvalidPoolView","verify that get data for pool detail delegators unsuccessfully with invalid poolview",""
"failed","Mon Nov 06 18:13:25 GMT 2023","Mon Nov 06 18:13:27 GMT 2023","1958","Cardano Regression Suite","Cardano API test ","tests.tokens.Tokens","tests.tokens.Tokens","getListTokenWithPageKey","verify that get list token with page key",""
"failed","Mon Nov 06 18:16:29 GMT 2023","Mon Nov 06 18:16:30 GMT 2023","1946","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_transaction_by_invalid_hash","Get the transaction by invalid hash",""
"failed","Mon Nov 06 18:14:06 GMT 2023","Mon Nov 06 18:14:08 GMT 2023","1919","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenTopHolder","tests.tokens.TokenTopHolder","getTokenTopHolderWithSize","get token top holders with size",""
"failed","Mon Nov 06 18:15:51 GMT 2023","Mon Nov 06 18:15:53 GMT 2023","1978","Cardano Regression Suite","Cardano API test ","tests.epoch.EpochNoBlockTests","tests.epoch.EpochNoBlockTests","getBlockListEpochByNoWithParam","Verify get block list of epoch by its no with param successfully",""
"failed","Mon Nov 06 18:13:31 GMT 2023","Mon Nov 06 18:13:33 GMT 2023","1859","Cardano Regression Suite","Cardano API test ","tests.tokens.Tokens","tests.tokens.Tokens","getListTokenWithSizeKey","verify that get list token with size key",""
"failed","Mon Nov 06 18:14:47 GMT 2023","Mon Nov 06 18:14:49 GMT 2023","1906","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyListAddressTests","tests.stakes.StakeKeyListAddressTests","getStakeListAddressStakeKeyInvalid","get stake list addres | stakeKey invalid",""
"failed","Mon Nov 06 18:14:05 GMT 2023","Mon Nov 06 18:14:07 GMT 2023","1932","Cardano Regression Suite","Cardano API test ","tests.tokens.TokenMints","tests.tokens.TokenMints","getTokenMintSort","get token mint with sort",""
"failed","Mon Nov 06 18:16:25 GMT 2023","Mon Nov 06 18:16:27 GMT 2023","1935","Cardano Regression Suite","Cardano API test ","tests.transaction.TransactionTests","tests.transaction.TransactionTests","get_transaction_by_invalid_hash","Get the transaction by invalid hash",""
"failed","Mon Nov 06 18:14:19 GMT 2023","Mon Nov 06 18:14:21 GMT 2023","1940","Cardano Regression Suite","Cardano API test ","tests.stakes.StakeKeyWithdrawalHistoryTests","tests.stakes.StakeKeyWithdrawalHistoryTests","getWithdrawalHistoryStakeKeyInvalid","get stake withdrawal history | stakeKey invalid",""
